mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num,verify_typ
4931315977684681,2023-08-05 10:00,蜗牛柯基,https://weibo.com/1015206261?refer_flag=1001030103_,🇷🇺🇺🇦 Suriyak更新过去几天有报道称，乌军夺回了热列别茨河以西的俄罗斯阵地。 事实是，在过去几天里，前线没有变化，俄罗斯军队成功阻止了乌克兰的新援军。 与此同时，俄军恢复了对东北战线各个方向的攻击，取得了小幅进展。社交网络上“俄罗斯出动10万大军进攻”的谎言仍在继续。 事实并非如此，正如许多场合所说，俄罗斯军队处于防御状态，并且预计未来几个月俄罗斯不会发动任何大规模进攻。 我们这些天观察到的是一系列袭击，旨在将乌克兰军队从南部和东部前线转移。 因此，乌克兰军队减少了进攻行动，同时在等待来自乌克兰中部和西部的新后备部队。另一方面，乌克兰军队可能的反应是增加在哈尔科夫和别尔哥罗德边境的活动，以牵制俄罗斯将资源转移到其边境，因为有可能进一步入侵其领土。#俄乌局势新进展##普京指责瓦格纳负责人叛国##瓦格纳集团称内战已经正式开始# ​​​ 收起d,微博网页版,,,https://wx2.sinaimg.cn/orj360/3c82d175ly1hglmxbm5mdj20ur0gl0w5.jpg,https://weibo.com/1015206261/Nd8FDwf8t,5,39,131,红V认证
4931126780763534,2023-08-04 21:28,国际湃,https://weibo.com/7621561081?refer_flag=1001030103_,Stories behind The Paper，欢迎来到“907编辑部”！距离震惊世界的瓦格纳兵变已过去一月有余，其影响却在延宕。乌克兰社会学家伊申格曾在标题为《俄罗斯的军事凯恩斯主义》一文中分析称，俄罗斯政治精英出于自己的议程和利益发起了对乌军事行动，在俄乌冲突初期，俄罗斯大众对军事行动一度只有被动和形式上的支持。但随着越来越多的利益相关方被卷入，军事行动在某种程度上发挥了财富再分配的作用，也因此获得了相当一部分俄罗斯人的积极支持。伊申格还告诉澎湃新闻，现在很多人相信瓦格纳兵变打开了混乱之门。据他们说，接踵而来的将是其他私人军事承包商的反叛、精英的离心离德、平民的街头运动，乃至最终的崩溃。“但目前有哪些蛛丝马迹能够佐证这种说法呢？完全没有，目前只有相反的迹象。”本期节目邀请了两位俄罗斯观察者复盘与揭秘这场兵变的背后，聊聊瓦格纳影响下的俄罗斯未来将面临着什么？欢迎扫码收听，也可以私信留言进群畅聊，同时你可以在公众号“国际湃”、B站“907放送”找到我们！#907编辑部##播客##俄罗斯##瓦格纳##普京指责瓦格纳负责人叛国##俄乌冲突# 收起d,微博网页版,,,https://wx4.sinaimg.cn/thumb150/008jNicxgy1hgl0zdwwyzj32303pc4qs.jpg https://wx1.sinaimg.cn/thumb150/008jNicxgy1hgl0zdwazyj32303pcu0z.jpg https://wx4.sinaimg.cn/thumb150/008jNicxgy1hgl0zdf90aj32303pchdv.jpg https://wx1.sinaimg.cn/thumb150/008jNicxgy1hgl0zd5g3lj32303pckjn.jpg https://wx4.sinaimg.cn/thumb150/008jNicxgy1hgl0z8j7b0j32303pcx6q.jpg https://wx4.sinaimg.cn/thumb150/008jNicxgy1hgl0ze3kioj32303pcnpf.jpg,https://weibo.com/7621561081/Nd3Ku3cD4,2,1,2,蓝V认证
4931126512851326,2023-08-04 21:27,蜗牛柯基,https://weibo.com/1015206261?refer_flag=1001030103_,🇷🇺 一线的物资#俄乌局势新进展##普京指责瓦格纳负责人叛国##瓦格纳集团称内战已经正式开始# ​​​,微博网页版,,,https://wx1.sinaimg.cn/thumb150/3c82d175ly1hgl1614htmj20qo0vak00.jpg https://wx2.sinaimg.cn/thumb150/3c82d175ly1hgl16140w6j20qo0rmdm8.jpg,https://weibo.com/1015206261/Nd3K3bXL8,6,23,151,红V认证
4930996837292624,2023-08-04 12:52,蜗牛柯基,https://weibo.com/1015206261?refer_flag=1001030103_,🇷🇺🇺🇦 Suriyak更新比洛戈里夫卡情况俄军重新开始沿该方向推进，并成功夺回了一系列高地，从东面可以俯瞰该村的第一批建筑。#俄乌局势新进展##普京指责瓦格纳负责人叛国##瓦格纳集团称内战已经正式开始# ​,微博网页版,,,https://wx2.sinaimg.cn/orj360/3c82d175ly1hgkm9w5r5sj20u00go428.jpg,https://weibo.com/1015206261/Nd0mTuB8Y,6,39,162,红V认证
4930968852893125,2023-08-04 11:00,蜗牛柯基,https://weibo.com/1015206261?refer_flag=1001030103_,"🇷🇺🇺🇦 ISW 8 月 3 日报告摘录1、2号发布的地理定位视频显示，俄军向新舍利夫斯克的N26公路以西推进2、俄方信源3日称，俄军在卡尔马济尼夫卡附近的热别列茨河以西建立了一个深度达5公里的桥头堡。3、3号发布的地理定位视频显示，乌军向红迪布罗瓦推进4、地理定位视频显示，截至2号，俄军仍在新多涅齐克保持阵地5、俄方信源3日称，俄军对罗博季涅以北的控制较少正文摘抄“3日，俄军进行了一系列无人机袭击，主要目标是基辅。乌总参称，防空部队击落了全部15架Shahed-131/136无人机。”“特普林斯基在空降兵日声称，自战争爆发以来，至少有 8,500 名空降兵部队人员在乌克兰受伤，随后俄罗斯喉舌电视台红星报删除了特普林斯基的讲话，一些消息人士称，删除的原因是伤亡人数。BBC和反对派媒体Mediazona据证实，截至7月30日，至少有1800名空降兵在乌克兰的行动中阵亡。”柯基语：这个数字是对得上的，BBC数的讣告1842，按照3.5倍伤兵推算就是近6500“据报道，俄罗斯2日将针对热心的俄罗斯极端民族主义者、前FSB官员吉尔金的调查列为机密。吉尔金的支持者继续呼吁发起运动，要求通过政治手段释放吉尔金，并声称吉尔金是政治犯。”“波兰表示，截至3日，白俄罗斯境内约有4000名瓦格纳战士。”#俄乌局势新进展##普京指责瓦格纳负责人叛国##瓦格纳集团称内战已经正式开始# 收起d",微博网页版,,,https://wx3.sinaimg.cn/thumb150/3c82d175ly1hgkj24jlf2j21yu3di7wm.jpg https://wx3.sinaimg.cn/thumb150/3c82d175ly1hgkj24ky08j21yu3cu1l3.jpg https://wx1.sinaimg.cn/thumb150/3c82d175ly1hgkj24crudj21yu2p3npf.jpg,https://weibo.com/1015206261/NcZDLc8Dj,3,17,73,红V认证
4930820961993382,2023-08-04 01:13,蜗牛柯基,https://weibo.com/1015206261?refer_flag=1001030103_,🇷🇺🇺🇦 Suriyak更新1、库普扬斯克东南：俄军在佩尔绍特拉夫涅韦西南取得新进展。 此外，新舍利夫斯克的北部和南部郊区双方正在激烈战斗，该村已被完全摧毁。2、克里米纳：乌克兰军队重新控制了红迪布罗瓦以西的新地区。 另一方面，俄军在克里米纳林区取得了一些小进展。3、阿瓦迪夫卡以东：俄军加强了对卡玛尼安卡周围的控制，占领了邻近水库以西的阵地。4、阿瓦迪夫卡以南：乌军发动反击，重新控制了内维尔斯克周围的一系列阵地。 另一方面，俄军在欧泊汀以东小幅推进。5、弗勒达：乌克兰军队重新夺回了弗勒达以东的高地。乌克兰军队于六月某个时候重新夺回的邻近农场也最终得到确认。#俄乌局势新进展##普京指责瓦格纳负责人叛国##瓦格纳集团称内战已经正式开始# 收起d,微博网页版,,,https://wx1.sinaimg.cn/thumb150/3c82d175ly1hgk22pdtxij20w80gugov.jpg https://wx4.sinaimg.cn/thumb150/3c82d175ly1hgk22pdw6jj20u50gqdj0.jpg https://wx1.sinaimg.cn/thumb150/3c82d175ly1hgk22pdglej20t80gsn02.jpg https://wx2.sinaimg.cn/thumb150/3c82d175ly1hgk22pdnzcj20w90grgor.jpg https://wx4.sinaimg.cn/thumb150/3c82d175ly1hgk22pdaguj20u60gqq5h.jpg,https://weibo.com/1015206261/NcVNe8mzk,4,27,111,红V认证
4930604484793457,2023-08-03 10:52,蜗牛柯基,https://weibo.com/1015206261?refer_flag=1001030103_,🇧🇾💀 别说，这俩徽章还挺般配的……#俄乌局势新进展##普京指责瓦格纳负责人叛国##瓦格纳集团称内战已经正式开始##俄罗斯##车臣# ​,微博网页版,,,https://wx4.sinaimg.cn/thumb150/3c82d175ly1hgjd7lci7wj20dw0dwgmt.jpg https://wx3.sinaimg.cn/thumb150/3c82d175ly1hgjd7llnx4j205k05kgnc.jpg,https://weibo.com/1015206261/NcQa4k6ZP,3,2,49,红V认证
4928818303997603,2023-07-29 12:35,蜗牛柯基,https://weibo.com/1015206261?refer_flag=1001030103_,"🇷🇺🇺🇦 俄罗斯反对派媒体 Mediazona 发布截至 7 月 28 日俄军可确认的死亡数据：28,652。可以推算出俄方整体阵亡4.7万，瓦格纳阵亡达到1.2万。Mediazona 与 BBC 和志愿者团队一起，继续统计公开的死亡报告，包括亲属在社交媒体的帖子、地区媒体的新闻以及地方当局的报告。自上次6月30日报告（微博正文）以来，四周名单增加了1,851人，相比之前两周一千多大幅下降。监测乌克兰在扎波罗热地区反攻的开源情报研究人员注意到，俄罗斯火炮和多管火箭炮损失比以前大。过去一个月炮兵死亡人数比平时增长得更快间接证实了这一点。值得注意的是，统计的结果是严格按照兵种划分军人，而不是按专业划分。除了导弹部队和炮兵部队，其他许多编队中的炮兵并没有统计在炮兵的死亡人数中。大多数阵亡者来自斯威尔德洛夫斯克和车里雅宾斯克州，巴什科尔托斯坦共和国、布里亚特共和国和罗斯托夫州紧随其后。克拉斯诺达尔边疆区也非常高是因为志愿者拍摄了墓地情况。在大多数情况下，根据死亡报告以及间接标志（制服或袖章）可以确定死者的部队类型。统计中的兵种是按部队类型划分的，例如一名空降部队的炮兵将被统计到空降部队而不是炮兵部队。动员兵、志愿兵和囚犯没有单独的分支，但分开表示以便与正规军事人员进行比较。7月11日，南部军区副司令奥列格·佐科夫中将身亡的消息得到证实。他在别尔江斯克的风暴阴影导弹袭击中丧生。这是这场战争中阵亡的第一位中将。超过2,300名军官死亡的消息得到确认，其中中校以上军衔280人。还已知大约有 174 例军事飞行员死亡。柯基语：上次统计的176例飞行员……说明死灵法师出动了超过20,800份报告提供了死亡日期。根据该数据，每天的伤亡人数很难很好地反映真实情况，但它确实表明了哪几天的战斗最激烈。 超过23,000条消息提到了年龄。前六个月，在军队没有志愿兵、动员兵和囚犯时，死亡人数最多的是21-23岁的人群。现在已经主要是33-35岁的人群。志愿兵和动员兵的年龄大得多：30-35岁。柯基总结：1、算上延迟（延迟很明显，大反攻开始俄军阵亡少了，而增加的主要是反攻前激烈战斗的炮兵部队，这样看延迟大约一到两个月，这样也能解释为什么雇佣兵还在增加），这个数据可以推算俄方阵亡人数达到了近3.2万。另外，按照统计，雇佣兵+囚犯=7709，在已知兵种中比例为35%，未知的6735人中应该也还有这个比例甚至更多的，再加上讣告的延迟性，所以推算瓦格纳确认阵亡数1.2万。2、但之前瓦格纳参谋长披露瓦格纳阵亡总数达2.2万，我理解新增的墓地可能没有统计全，比如全是龙牙形状战士纪念碑的克拉斯诺达尔边疆区墓地。还有瓦格纳阵亡中主要是囚犯，也许这类人员的讣告并不像正规军一样全部都有，那么同样可以怀疑志愿兵的数据，当然动员兵不会，毕竟是进正规部队的。3、之前BBC有发通过超额死亡率计算得出俄军总阵亡4.7万人微博正文，而这一推算数据在不同年龄段和讣告数据比例不同：例如，在20-24岁年龄段，按照超额死亡率推算的数据和能找到讣告的数据一致，而在35-39岁年龄段，这一数字超过了一倍，但BBC无法给出解释。4、通过刚才分析，我认为正规军和动员兵用讣告是没错的，而志愿兵（主要33-47岁阵亡贡献者）和囚犯数据用这种办法统计不全。按照瓦格纳披露的2.2万和这个数据推算的1.2万，差额1万名囚犯（统计中5324）的比例，推算志愿兵（统计中2791）也有6000的差额（当然这个非常不准）。因此，俄方不算民兵总体伤亡应该再加上1.6万，也就是4.7万，接近BBC用超额死亡率推算的数据。@棉花絮飞 @戈洛夫杨 @陆瑞71136 @外台秘要 @军武大伊万 @水獭军一般兵 @大象驮蜗牛 #俄乌局势新进展##微博新知博主##普京指责瓦格纳负责人叛国# 收起d",微博网页版,,,https://wx1.sinaimg.cn/orj360/3c82d175ly1hgdo2431j0j20j20byn12.jpg https://wx4.sinaimg.cn/orj360/3c82d175ly1hgdo244w1fj20oq0lcqcd.jpg https://wx4.sinaimg.cn/orj360/3c82d175ly1hgdo244vyej20pq0m5n60.jpg https://wx3.sinaimg.cn/orj360/3c82d175ly1hgdo244ehij20p20mvqhy.jpg https://wx3.sinaimg.cn/orj360/3c82d175ly1hgdo243lalj20pt0imaf4.jpg https://wx1.sinaimg.cn/orj360/3c82d175ly1hgdo243m0ij20p70it425.jpg https://wx2.sinaimg.cn/orj360/3c82d175ly1hgdo243by5j20ot0im77k.jpg https://wx1.sinaimg.cn/orj360/3c82d175ly1hgdo243k6ij20p30ir425.jpg https://wx1.sinaimg.cn/orj360/3c82d175ly1hgdo243c7fj20ou0irad9.jpg,https://weibo.com/1015206261/Nc5H8gLXt,54,95,457,红V认证
4927207120830555,2023-07-25 01:53,蜗牛柯基,https://weibo.com/1015206261?refer_flag=1001030103_,瓦格纳在克拉斯诺达尔边疆区的战士纪念碑#俄乌局势新进展##普京指责瓦格纳负责人叛国##瓦格纳集团称内战已经正式开始# ​​​,微博网页版,,,https://wx4.sinaimg.cn/thumb150/3c82d175ly1hg8j0wtbkmj20lc0sgwid.jpg https://wx1.sinaimg.cn/thumb150/3c82d175ly1hg8j0wtw98j20zk0qo459.jpg https://wx3.sinaimg.cn/thumb150/3c82d175ly1hg8j0wu54fj20zk0qojzq.jpg,https://weibo.com/1015206261/NbpMs3u43,2,10,70,红V认证
4927101511666718,2023-07-24 18:53,蜗牛柯基,https://weibo.com/1015206261?refer_flag=1001030103_,❗️🇷🇺🇺🇦 截至 2023 年 7 月 24 日 13 点扎波罗热局势联合空军多种手段对后方纵深打击的加强，精确制导弹药的打击次数急剧增加（包括使用 HIMARS 多管火箭炮），以及对前线炮击强度的加大，都表明了乌克兰人即将发动大规模攻势的计划。乌克兰指挥部在看似毫无意义的“肉浪突击”之后，在进攻前实现了一个重要目标：将俄罗斯的前沿部队束缚在近战中，迫使炮弹和弹药花在小型步兵集群上。🔻同时，乌克兰正在加强编组：拥有有35门火炮和火箭炮的第148炮兵旅，已部署到卢基亚尼夫西克、斯维特拉多利纳和尼任卡一线。▪️此外，配备了西方制造的架桥设备、排雷系统和施工设备的工兵队伍也抵达了科米舒瓦哈。▪️预计一支部队将于今天抵达扎波罗热。 此外，更多的海马斯发射器已部署到扎波罗热方向。❗️现在乌克兰的打击重点是后勤和补给站，炮火一刻也没有停息。 同时，主要重点放在库班地区，乌克兰第10军司令部指挥所再次迁移到这里。马格达利尼夫卡和上捷尔萨已经部署了反炮兵射击阵地。@军武大伊万 @水獭军一般兵 @陆瑞71136 #俄乌局势新进展##普京指责瓦格纳负责人叛国##瓦格纳集团称内战已经正式开始# 收起d,微博网页版,,,https://wx4.sinaimg.cn/orj360/3c82d175ly1hg86wjsxrdj22aw1qix0f.jpg,https://weibo.com/1015206261/Nbn276ZAy,8,30,120,红V认证
4927072775967149,2023-07-24 16:59,蜗牛柯基,https://weibo.com/1015206261?refer_flag=1001030103_,莫斯科第四次遭到无人机袭击，这次有一架还差500米抵达俄国防部主楼，菜鹅！#俄乌局势新进展##普京指责瓦格纳负责人叛国##瓦格纳集团称内战已经正式开始# ​,微博网页版,,,https://wx1.sinaimg.cn/orj360/3c82d175ly1hg83lj5vhjj20zk0p4ahw.jpg,https://weibo.com/1015206261/NbmhLp2kl,10,51,309,红V认证
