parent_comment_id,comment_id,comment_time,comment_user_name,user_link,comment_content,comment_like_num,child_comment_num,isfan
,4934005008638027,2023-08-12 20:05:26,MC喜羊羊201112,https://weibo.com/u/7705449781,"俄罗斯英雄，一路走好。<img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" /><img alt=""[泪]"" title=""[泪]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/6e/2018new_leimu_org.png"" />",15,0,
,4934207493898863,2023-08-13 09:30:01,棉花絮飞,https://weibo.com/u/5296350094,"俄罗斯反对派媒体 Mediazona 发布截至 8 月 11 日俄军可确认的死亡数据：30,003。可以推算出俄方整体阵亡3.3万。 ",1,0,
,4933982104587595,2023-08-12 18:34:25,Napoleon-I,https://weibo.com/u/5759153976,战争都是要付出代价的，即便是像一年多来大毛这么节约兵力的打法也避免不了流血牺牲，但愿这种牺牲能换来国防安全吧,5,0,
,4933992064746610,2023-08-12 19:14:00,样曾米,https://weibo.com/u/7742658013,不对呀，我昨天收集到的图才29000,2,0,
,4933983387520547,2023-08-12 18:39:31,陆瑞71136,https://weibo.com/u/5371645345,来了来了,1,0,
,4934010809096160,2023-08-12 20:28:29,野猪吹吹风,https://weibo.com/u/1586372697,乌军至少25万了吧,4,1,
4934010809096160.0,4934047660773581,2023-08-12 22:54:55,半山令居士,https://weibo.com/u/5309482608,肯定的,0,0,
,4934186970122284,2023-08-13 08:08:29,鼎盛沙龙,https://weibo.com/u/1663793510,转发微博,2,0,
,4934216335233331,2023-08-13 10:05:10,阿军202211,https://weibo.com/u/7801620389,乌军的死亡准确数字在40万左右。,1,2,
4934216335233331.0,4934755982775103,2023-08-14 21:49:32,辉常嘛凡娱乐小王子,https://weibo.com/u/7246930612,大约在35万的样子。4月份的时候就宣布25万阵亡（没有包括失踪的人）这段时间反攻，死亡人数直线上升。40万估计没有。,1,0,
,4934077876799415,2023-08-13 00:54:59,水獭冲滩一般冰,https://weibo.com/u/1038663935,这两个月双方反炮兵作战导致的伤亡剧增。,1,0,
,4934209271239201,2023-08-13 09:37:06,苏世山成长价值投资,https://weibo.com/u/2185516500,最近控制的还行,0,0,
,4936496820001404,2023-08-19 17:07:00,鲁塞尼亚填线一般兵,https://weibo.com/u/5203746692,纽约泰晤士说俄军已经伤亡30万了,0,0,
,4936054400876759,2023-08-18 11:48:58,我真的没素质,https://weibo.com/u/6129909099,有没有乌克兰的伤亡数据？来一个,0,0,
,4934022512515587,2023-08-12 21:14:59,USS-NewJersey,https://weibo.com/u/7778237409,莫斯科和圣彼得堡人没咋上战场,0,0,
,4934018469203050,2023-08-12 20:58:55,孤独一生旳我,https://weibo.com/u/3896528222,不管双方伤亡多少，反正就是在二毛家打,0,0,
,4933992174586184,2023-08-12 19:14:26,可爱小朋友与足球,https://weibo.com/u/5618932236,新鲜的,0,0,
,4937454979123769,2023-08-22 08:34:23,奶白雪子_,https://weibo.com/u/7497135407,没有损失😋,0,0,
,4934067478856601,2023-08-13 00:13:39,单一公,https://weibo.com/u/5145760621,估计俄要到10万才会收手,0,0,
,4933987175237622,2023-08-12 18:54:33,rainryoma,https://weibo.com/u/2132105072,"//<a href=/n/小马吃草80459 usercard=""name=@小马吃草80459"">@小马吃草80459</a>:纽约时报报道西乌军至少毙命15万，加上北约雇佣兵差不多16万，俄军阵亡3万多，大概损失比1比5。",1,0,
,4934905504990160,2023-08-15 07:43:41,Raadskr,https://weibo.com/u/7838146376,狗哥，新名单我翻译过了，求私,0,0,
,4934066295806571,2023-08-13 00:08:58,_Psychopath,https://weibo.com/u/7854168922,"死三万人就要动员两次 还把动员年龄提高<img alt=""[doge]"" title=""[doge]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"" />",3,2,
4934066295806571.0,4934253799017566,2023-08-13 12:34:02,呵呵呵呵呵哈哈渣渣,https://weibo.com/u/5689291982,提高退役年龄到你这就变成提高动员年龄了？而且你也不看看这个法案是什么时候才实施？有人动员是现在立法第二年才开始的吗,6,0,
,4934020293723219,2023-08-12 21:06:09,leysuyarrdxy,https://weibo.com/u/5428756075,这才一年多时间，确认死亡的已经快阿富汗战争的两倍了，俄方真正是伤亡惨重。,4,4,
4934020293723219.0,4934021576131999,2023-08-12 21:11:15,Reinhardt_cn,https://weibo.com/u/2140577572,这才一年多时间，确认死亡的已经快阿富汗战争的10倍了，乌方真正是伤亡惨重。,10,0,
4934020293723219.0,4934917719329580,2023-08-15 08:32:13,积分伤心几分痴,https://weibo.com/u/6177663355,苏联入侵阿富汗10年一共死了1.5万人，战争烈度不一样。,1,0,
4934020293723219.0,4934212156656917,2023-08-13 09:48:34,yujun_99913,https://weibo.com/u/6237158166,打仗是已达成战役目标为第一要素，不是减少伤亡人数为第一要素,0,0,
4934020293723219.0,4936925910139463,2023-08-20 21:32:02,罄罄Phil,https://weibo.com/u/6168987435,"回复<a href=/n/Reinhardt_cn usercard=""name=@Reinhardt_cn"">@Reinhardt_cn</a>:层主大概觉得入侵阿富汗没乌克兰人参与。<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" /><img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" /><img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",0,0,
,4933996687921876,2023-08-12 19:32:22,欲乘风-1211,https://weibo.com/u/7784208171,才这点  俄罗斯有的是人,0,0,
